Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
UGP2_chr2_64064070_.	3.321115496	0.174074098	14.186179503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-5.813820497
SAR1A_chr10_71930156_.	3.320734752	0.055555556	66.8158450609	39	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.90792253045
SAR1A_chr10_71930156_..1	3.320734752	0.055555556	66.8158450609	39	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.90792253045
SAR1A_chr10_71930156_..2	3.320734752	0.055555556	66.8158450609	39	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.90792253045
RAB5C_chr17_40311725_.	3.316333161	3.53928566	99.2571314167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79.2571314167
RAB5C_chr17_40311725_..1	3.316333161	3.53928566	99.2571314167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	79.2571314167
RAB2A_chr8_61429988_.	3.316309941	0	47.8023102372	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	27.8023102372
RAB2A_chr8_61429988_..1	3.316309941	0	47.8023102372	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	27.8023102372
VPS54_chr2_64246687_.	3.313611395	0.011111111	68.8687993351	80	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	74.43439966755
VPS54_chr2_64246687_..1	3.313611395	0.011111111	68.8687993351	80	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	74.43439966755
VPS54_chr2_64245968_.	3.308149911	0.092307694	22.2275070063	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	2.2275070063
VPS54_chr2_64245968_..1	3.308149911	0.092307694	22.2275070063	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	2.2275070063
VPS54_chr2_64250687_.	3.302030242	0.307142884	39.9821693842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19.9821693842
VPS54_chr2_64250687_..1	3.302030242	0.307142884	39.9821693842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19.9821693842
RAB1A_chr2_65357102_.	3.301595408	1.046153903	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
EIF6_chr20_33868525_.	3.299162487	0.981481493	74.9852609829	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	57.99263049145
EIF6_chr20_33868525_..1	3.299162487	0.981481493	74.9852609829	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	57.99263049145
VPS53_chr17_613869_.	3.298858036	0.300000012	86.8357256814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	66.8357256814
SYNCRIP_chr6_86352274_.	3.295579738	0	85.030062433	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	65.030062433
SYNCRIP_chr6_86352274_..1	3.295579738	0	85.030062433	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	65.030062433
SYNCRIP_chr6_86352274_..2	3.295579738	0	85.030062433	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	65.030062433
VPS54_chr2_64245151_.	3.292009024	1.035714269	42.3117268008	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	22.3117268008
VPS53_chr17_618056_.	3.28834187	0.06666667	17.82265174	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	-2.17734826
VPS53_chr17_618056_..1	3.28834187	0.06666667	17.82265174	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	-2.17734826
VPS53_chr17_618056_..2	3.28834187	0.06666667	17.82265174	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	-2.17734826
IGF2R_chr6_160389935_.	3.286898424	0	33.9735173323	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	13.9735173323
IGF2R_chr6_160389935_..1	3.286898424	0	33.9735173323	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	13.9735173323
IGF2R_chr6_160389935_..2	3.286898424	0	33.9735173323	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	13.9735173323
VPS53_chr17_613683_.	3.285792326	0.983999968	50.2167437446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	30.2167437446
VPS53_chr17_613683_..1	3.285792326	0.983999968	50.2167437446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	30.2167437446
GOLGA1_chr9_127698478_.	3.284662648	2.521428585	13.1231267437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-6.8768732563
COG3_chr13_46039237_.	3.280987564	0	53.1150668335	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	33.1150668335
COG3_chr13_46039237_..1	3.280987564	0	53.1150668335	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	33.1150668335
COG3_chr13_46039237_..2	3.280987564	0	53.1150668335	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	33.1150668335
COG3_chr13_46039237_..3	3.280987564	0	53.1150668335	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	33.1150668335
IGF2R_chr6_160389886_.	3.275917828	0	95.8751030994	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	75.8751030994
SEC16A_chr9_139377312_.	3.275395302	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
SEC16A_chr9_139377312_..1	3.275395302	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
SEC16A_chr9_139377312_..2	3.275395302	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
SCFD1_chr14_31094994_.	3.274951168	0.444444448	16.1429015456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-3.8570984544
SCFD1_chr14_31094994_..1	3.274951168	0.444444448	16.1429015456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-3.8570984544
PRKDC_chr8_48872627_.	3.274395111	0	86.7730825544	56	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.3865412772
PRKDC_chr8_48872627_..1	3.274395111	0	86.7730825544	56	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.3865412772
PRKDC_chr8_48872627_..2	3.274395111	0	86.7730825544	56	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.3865412772
UGP2_chr2_64067398_.	3.271324024	0.760714233	53.4306053155	41	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	47.21530265775
UGP2_chr2_64067398_..1	3.271324024	0.760714233	53.4306053155	41	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	47.21530265775
SEC23B_chr20_18491521_.	3.269901437	0.796428502	27.3437433748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7.3437433748
CARM1_chr19_10981925_.	3.269341498	0	63.5376074455	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43.5376074455
CARM1_chr19_10981925_..1	3.269341498	0	63.5376074455	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43.5376074455
QSOX2_chr9_139134686_.	3.269089076	1.780769348	91.3501972023	54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	72.67509860115
RAB1A_chr2_65361168_.	3.267760351	1.510714293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-20
SEC22B_chr1_145092932_.	3.267141221	2.864285707	12.6845142429	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	-7.3154857571
RAB1B_chr11_66035154_.	3.266681816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
RAB1B_chr11_66035154_..1	3.266681816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
IGF2R_chr6_160390439_.	3.26442332	0	50.6531808808	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	30.6531808808
IGF2R_chr6_160390439_..1	3.26442332	0	50.6531808808	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	30.6531808808
VPS54_chr2_64246172_.	3.264416601	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	-20
HEATR1_chr1_236767298_.	3.259151629	0.558333337	28.1775348252	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	8.1775348252
TRAPPC11_chr4_184580413_.	3.259080555	0	72.2814302396	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	52.2814302396
IGF2R_chr6_160394450_.	3.257713738	0.576923072	9.03845565335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	-10.96154434665
SEC23IP_chr10_121652325_.	3.256172341	0.099999994	62.1350871934	32	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	47.0675435967
VPS53_chr17_617927_.	3.253459022	0.099999987	56.362333156	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.362333156
VPS53_chr17_617927_..1	3.253459022	0.099999987	56.362333156	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.362333156
SEC24A_chr5_133984846_.	3.252252506	0.5	72.6080298976	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	66.8040149488
SAR1A_chr10_71930469_.	3.25169424	0	91.6088443689	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	75.80442218445
SAR1A_chr10_71930469_..1	3.25169424	0	91.6088443689	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	75.80442218445
TM9SF2_chr13_100152669_.	3.251017711	1.040740728	75.4038527551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	55.4038527551
TM9SF2_chr13_100152669_..1	3.251017711	1.040740728	75.4038527551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	55.4038527551
PRKDC_chr8_48872527_.	3.248262494	0.035714291	34.0522360352	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	14.0522360352
PRKDC_chr8_48872527_..1	3.248262494	0.035714291	34.0522360352	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	14.0522360352
SEC24C_chr10_75504062_.	3.247920421	0.026086958	78.4598713438	47	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	62.7299356719
RAB1B_chr11_66033500_.	3.247142322	0.242857113	34.0950059159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14.0950059159
RAB1B_chr11_66033500_..1	3.247142322	0.242857113	34.0950059159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14.0950059159
RAB1B_chr11_66033500_..2	3.247142322	0.242857113	34.0950059159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14.0950059159
SEC23B_chr20_18489132_.	3.246810869	0.442857057	24.3363939607	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	4.3363939607
SEC23B_chr20_18489132_..1	3.246810869	0.442857057	24.3363939607	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	4.3363939607
VPS54_chr2_64246241_.	3.245340658	0	56.4722443753	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	36.4722443753
VPS54_chr2_64246241_..1	3.245340658	0	56.4722443753	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	36.4722443753
TRAPPC11_chr4_184580493_.	3.241881607	0	74.0386824075	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	54.0386824075
GOLGA1_chr9_127702300_.	3.241822702	0.3125	56.2443472782	67	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	61.6221736391
ILF2_chr1_153642297_.	3.240832961	1.111538529	8.76292175803	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	-11.23707824197
MCL1_chr1_150551811_.	3.239479835	0	34.6801052582	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	14.6801052582
TRAPPC8_chr18_29522890_.	3.23731931	0	57.2963388613	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	37.2963388613
TRAPPC8_chr18_29522890_..1	3.23731931	0	57.2963388613	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	37.2963388613
TM9SF2_chr13_100153844_.	3.23312261	0.549999952	39.0799092541	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	19.0799092541
TM9SF2_chr13_100153844_..1	3.23312261	0.549999952	39.0799092541	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	19.0799092541
RAB2A_chr8_61425967_.	3.231486434	0.300000012	0.578425766051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-19.421574233949
RAB2A_chr8_61425967_..1	3.231486434	0.300000012	0.578425766051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-19.421574233949
TRAPPC11_chr4_184580440_.	3.230091911	0	86.4459298375	44	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	65.22296491875
SEC24A_chr5_133984833_.	3.228613532	0.446153849	87.1129187531	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.05645937655
MCL1_chr1_150549926_.	3.223449407	1.899999976	75.549049126	79	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	77.274524563
GBF1_chr10_104002713_.	3.218687694	1.207692266	3.05786211802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-16.94213788198
GBF1_chr10_104004931_.	3.217941682	0.107692309	74.3712551006	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	54.3712551006
GBF1_chr10_104004931_..1	3.217941682	0.107692309	74.3712551006	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	54.3712551006
VPS53_chr17_617963_.	3.215745678	0.010714286	86.7844386951	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	66.7844386951
VPS53_chr17_617963_..1	3.215745678	0.010714286	86.7844386951	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	66.7844386951
VPS53_chr17_617963_..2	3.215745678	0.010714286	86.7844386951	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	66.7844386951
VPS53_chr17_617963_..3	3.215745678	0.010714286	86.7844386951	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	66.7844386951
ILF3_chr19_10765020_.	3.214438617	0	23.8430286385	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	3.8430286385
C17orf75_chr17_30669064_.	3.212849841	0.30400002	80.0167687429	52	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	66.00838437145
ST3GAL4_chr11_126276899_.	3.207572028	0.848148227	90.3175258066	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	76.1587629033
SAR1A_chr10_71934699_.	3.204894987	1.950000048	26.5181740653	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37.75908703265
CARM1_chr19_10982493_.	3.203565717	0	62.9969371604	42	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.4984685802
CARM1_chr19_10982493_..1	3.203565717	0	62.9969371604	42	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.4984685802
GBF1_chr10_104008212_.	3.203267134	0.200000003	59.9967037695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	39.9967037695
GBF1_chr10_104008212_..1	3.203267134	0.200000003	59.9967037695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	39.9967037695
QSOX2_chr9_139137645_.	3.20297496	0	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	27
QSOX2_chr9_139137645_..1	3.20297496	0	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	27
VPS53_chr17_617618_.	3.202463111	0.225925937	32.446263885	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	12.446263885
IGF2R_chr6_160393982_.	3.1909839	1.388888717	92.4456223368	82	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	87.2228111684
IGF2R_chr6_160393982_..1	3.1909839	1.388888717	92.4456223368	82	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	87.2228111684
IGF2R_chr6_160394127_.	3.190905614	2.096153736	49.3551518718	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	29.3551518718
IGF2R_chr6_160394127_..1	3.190905614	2.096153736	49.3551518718	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	29.3551518718
RAB1A_chr2_65358001_.	3.189335657	0.360714346	62.3553152085	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	42.3553152085
RAB1A_chr2_65358001_..1	3.189335657	0.360714346	62.3553152085	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	42.3553152085
SEC22B_chr1_145093502_.	3.188623535	2.140740633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-20
SEC22B_chr1_145093502_..1	3.188623535	2.140740633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-20
SEC16A_chr9_139380048_.	3.187207113	0.496428579	48.5345232209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28.5345232209
SEC16A_chr9_139380048_..1	3.187207113	0.496428579	48.5345232209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28.5345232209
SEC16A_chr9_139380048_..2	3.187207113	0.496428579	48.5345232209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28.5345232209
SEC16A_chr9_139380048_..3	3.187207113	0.496428579	48.5345232209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28.5345232209
TRAPPC11_chr4_184585050_.	3.183139738	1.199999928	95.7888627968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	75.7888627968
SCFD1_chr14_31094182_.	3.181722551	1.228571296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	-20
SCFD1_chr14_31094182_..1	3.181722551	1.228571296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	-20
VPS54_chr2_64246849_.	3.180186464	0.328571469	74.8128172484	38	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	56.4064086242
WDR11_chr10_122611727_.	3.17843915	0.240000024	41.5493905476	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	21.5493905476
CARM1_chr19_10982627_.	3.175972196	0	18.5870158754	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.4129841246
