	Combined	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	FPKM	Class								
PRKDC_chr8_48872802_.	67.63434259	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0								
RAB1B_chr11_66033250_.	32.28872324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
EIF6_chr20_33872397_.	44.70946531	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126278663_.	46.14291998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
SEC16A_chr9_139376350_.	15.22940326	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0								
CCT7_chr2_73457939_.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
SAR1A_chr10_71928943_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0								
ARCN1_chr11_118447490_.	-2.792017813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
MCL1_chr1_150547442_.	-18.24894209	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0								
ARF1_chr1_228273737_.	-20	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0								
SEC16A_chr9_139377563_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0								
SCFD1_chr14_31093243_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0								
PSMC6_chr14_53177488_.	12.4858629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
C17orf75_chr17_30665180_.	32.45106444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
COG1_chr17_71193008_.	74.92730779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126278770_.	75.82150783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
TUBA1B_chr12_49524315_.	-15.46897359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
ARL1_chr12_101800669_.	2.127366493	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
ST3GAL4_chr11_126272432_.	70.4898958	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33872156_.	48.97705138	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
C17orf75_chr17_30665480_.	0.042002973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
SMC3_chr10_112327873_.	53.5203557	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
COG1_chr17_71192528_.	-12.69910762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ARCN1_chr11_118447454_.	59.04301654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
EIF6_chr20_33869540_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
EIF6_chr20_33874922_.	42.2382511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
MCL1_chr1_150550511_.	-10.18670896	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0								
ARCN1_chr11_118443779_.	-14.7269899	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
PRKDC_chr8_48871812_.	-4.822812864	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SCFD1_chr14_31095071_.	69.00958064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
RAB1B_chr11_66038457_.	51.69734889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
CREBBP_chr16_3927164_.	72.91872727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
CARM1_chr19_10980314_.	11.75840622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
SEC23IP_chr10_121655627_.	63.12720832	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
QSOX2_chr9_139133770_.	48.80187922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
UGP2_chr2_64068232_.	68.29141738	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0								
RAB1B_chr11_66035253_.	40.80696902	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0								
ST3GAL4_chr11_126227468_.	58.80339608	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
SYNCRIP_chr6_86352000_.	-20	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0								
CCT7_chr2_73461650_.	30.43048254	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SEC23IP_chr10_121656442_.	66.48978722	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
ARL1_chr12_101801107_.	79.39296082	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
HEATR1_chr1_236766982_.	-20	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0								
SAR1A_chr10_71929717_.	-20	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
ST3GAL4_chr11_126227009_.	-14.16563521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126227930_.	30.35884299	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
PRKDC_chr8_48873788_.	3.144552242	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COPA_chr1_160312811_.	77.96430761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
PSMC6_chr14_53176493_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
WDR11_chr10_122610521_.	23.5	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0								
MCL1_chr1_150547512_.	-10.87703696	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0								
CREBBP_chr16_3928556_.	61.3541018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0								
RAB1B_chr11_66033281_.	-6.480993766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
COPZ1_chr12_54719060_.	11.99010098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
YIPF5_chr5_143550089_.	31.79189208	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
COPB1_chr11_14517317_.	7.482413652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126228835_.	20.36861	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
SYNCRIP_chr6_86352015_.	-20	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0								
COPB1_chr11_14523100_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
MCL1_chr1_150550146_.	75.57365342	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0								
EIF6_chr20_33872630_.	10.01369005	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0								
QSOX2_chr9_139133969_.	10.76739858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
RAD21_chr8_117886205_.	80.77419236	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SEC16A_chr9_139379302_.	46.38906802	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
SEC16A_chr9_139376085_.	67.39170906	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0								
COPB1_chr11_14517681_.	49.5381111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
RAB5C_chr17_40305515_.	-9.22884799	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0								
EIF6_chr20_33872410_.	79.09943592	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126226240_.	48.51152335	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0								
ARCN1_chr11_118445137_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
SCFD1_chr14_31094060_.	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
CCT7_chr2_73464820_.	61.83426745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
CCT7_chr2_73460108_.	27.79099097	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0								
PRKDC_chr8_48873888_.	-8.303949319	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
PRKDC_chr8_48870832_.	-20	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0								
QSOX2_chr9_139133769_.	58.61535461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
EIF6_chr20_33874983_.	71.39034927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
COPZ1_chr12_54718965_.	0.298732869	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0								
COPB1_chr11_14526215_.	14.02978185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ARF1_chr1_228272633_.	13.99206324	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0								
SYNCRIP_chr6_86352994_.	-3.391939131	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0								
RAD21_chr8_117883371_.	6.851926617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0								
SEC23IP_chr10_121656627_.	55.92863569	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
YIPF5_chr5_143550052_.	22.27039487	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
PSMC6_chr14_53175194_.	45.03713421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
ARCN1_chr11_118443538_.	53.82896251	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
MCL1_chr1_150548003_.	46.40396374	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0								
SURF4_chr9_136246216_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126226586_.	63.00171504	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126226064_.	70.82580104	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0								
C17orf75_chr17_30667371_.	13.06698021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
GOLGA1_chr9_127700641_.	74.11021042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
COPB1_chr11_14526308_.	79.40302833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
CCT7_chr2_73458062_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
COG1_chr17_71189564_.	21.32801954	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
ST3GAL4_chr11_126279466_.	30.57473594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126276082_.	85.27754353	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
SEC16A_chr9_139377845_.	24	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
WDR11_chr10_122613254_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
RAB2A_chr8_61431801_.	71.96607759	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0								
MCL1_chr1_150548194_.	55.12223521	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0								
ST3GAL4_chr11_126277907_.	56.19162971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ARF1_chr1_228270823_.	66.83623357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126229846_.	58.61539148	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
COPA_chr1_160310550_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0								
QSOX2_chr9_139134826_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
ST3GAL4_chr11_126222274_.	24.8233143	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0								
ARL1_chr12_101800077_.	-10.1632224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
RAB1B_chr11_66033700_.	12.20417161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
WDR11_chr10_122613230_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ARCN1_chr11_118443410_.	91.69293973	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SMC3_chr10_112331462_.	26.48444485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
SYNCRIP_chr6_86350369_.	3.933730282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0								
HEATR1_chr1_236763514_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
CCT7_chr2_73464372_.	-5.056609256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
ST3GAL4_chr11_126228879_.	-8.067387634	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33874121_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
GOLGA1_chr9_127703277_.	54.81786852	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0								
SEC23IP_chr10_121655133_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
SYNCRIP_chr6_86351662_.	77.14994051	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0								
WDR11_chr10_122610184_.	82.7183478	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0								
EIF6_chr20_33875020_.	71.97983603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
SEC16A_chr9_139378640_.	-10.97607136	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0								
ARCN1_chr11_118447500_.	43.68339375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
ARL1_chr12_101799148_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126269495_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33876247_.	89.42703108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
RAB2A_chr8_61431750_.	27.09590666	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0								
COPB1_chr11_14520724_.	-5.75685544	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126270930_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
TUBA1B_chr12_49525012_.	52.76745832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
HEATR1_chr1_236767203_.	-11.11042778	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
YIPF5_chr5_143548248_.	36.88626419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
CCT7_chr2_73457542_.	79.55913839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
PRKDC_chr8_48870750_.	37	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0								
ST3GAL4_chr11_126229310_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
CREBBP_chr16_3927127_.	-7.608606922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
ST3GAL4_chr11_126223376_.	69.90324789	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
PRKDC_chr8_48873794_.	22.80420723	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126229854_.	84.02115358	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
RAB5C_chr17_40311735_.	29.0604084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
PRKDC_chr8_48873197_.	41.09622154	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0								
PRKDC_chr8_48868338_.	-16.16652822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
YIPF5_chr5_143551362_.	-18.89273941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126227632_.	-5.642077304	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
PSMC6_chr14_53178639_.	-11.60360875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126230165_.	63.74524932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33868341_.	-19.79558947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ARF1_chr1_228272081_.	2.561702005	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0								
SYNCRIP_chr6_86347415_.	42.22659999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
VPS54_chr2_64241608_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
